,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2642,0,0,0,0,15,1,1,0,2,2,2,2,2,2,1,0,3,20.1,302.45,0
2643,0,1,0,0,1,1,1,2,0,0,0,0,1,1,2,1,0,89.3,89.3,1
2644,1,0,1,0,42,1,2,2,0,0,1,1,1,1,2,1,1,106.15,4512.7,1
2645,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,1,2,45.4,45.4,1
2646,0,0,1,1,71,1,2,2,0,1,1,0,0,1,0,1,3,95.75,6849.4,0
2647,0,0,1,1,50,1,1,0,2,2,2,2,2,2,0,0,1,20.15,930.9,0
2648,0,0,1,1,55,1,2,0,2,2,2,2,2,2,0,1,3,25.65,1388.0,0
2649,0,0,0,0,47,1,2,1,1,1,0,1,0,1,0,0,2,74.05,3496.3,0
2650,1,0,1,0,27,1,1,0,2,2,2,2,2,2,0,0,1,19.55,520.55,0
2651,0,0,0,0,25,1,1,0,2,2,2,2,2,2,1,0,3,19.9,527.5,0
2652,0,0,0,0,36,1,2,2,0,1,0,0,1,1,2,1,0,99.15,3615.6,1
2653,1,0,1,1,9,1,2,2,0,0,1,0,1,0,1,1,0,90.35,767.9,0
2654,0,1,0,0,45,1,2,2,0,0,1,0,1,1,1,1,1,102.15,4735.35,0
2655,1,0,1,0,63,1,2,1,0,0,1,1,1,1,0,0,3,79.8,5034.05,0
2656,0,0,1,1,8,1,1,1,0,0,0,1,1,1,2,1,0,68.55,564.35,0
2657,1,0,0,0,72,0,0,1,1,1,1,1,1,1,0,1,1,65.6,4566.5,0
2658,1,0,1,1,17,1,1,2,0,0,0,0,1,0,2,0,0,80.85,1400.85,1
2659,0,1,1,0,51,1,2,2,1,0,0,0,0,0,2,1,0,77.5,3807.35,1
2660,0,0,0,0,8,1,1,0,2,2,2,2,2,2,0,0,2,20.85,161.65,0
2661,0,0,0,0,3,1,1,0,2,2,2,2,2,2,2,0,0,19.75,58.85,1
2662,0,0,1,1,71,1,2,0,2,2,2,2,2,2,0,0,3,23.9,1663.5,0
2663,1,1,1,0,65,1,2,2,1,1,0,0,1,0,0,1,3,92.7,5968.4,0
2664,1,0,1,1,72,1,2,2,1,1,1,0,1,1,0,1,3,108.4,7767.25,0
2665,1,0,1,1,72,0,0,1,1,1,1,1,1,1,0,1,3,64.8,4719.75,0
2666,1,0,0,0,69,1,2,2,1,1,1,0,1,1,0,1,3,110.05,7430.75,0
2667,1,0,0,0,62,0,0,1,1,1,1,1,0,0,0,1,1,43.7,2618.3,0
2668,0,1,1,0,54,1,2,2,1,1,1,1,1,1,1,1,1,115.6,6431.05,0
2669,0,0,1,1,3,1,1,0,2,2,2,2,2,2,0,0,2,19.1,52.0,0
2670,1,0,1,0,23,1,1,1,1,0,0,0,0,1,2,1,1,59.95,1406.0,0
2671,1,0,0,0,35,1,1,0,2,2,2,2,2,2,2,0,1,20.75,739.9,0
2672,0,0,0,0,52,1,1,1,1,0,0,0,0,0,2,1,1,49.75,2535.55,0
2673,0,0,0,0,2,1,1,2,1,1,0,0,1,0,2,1,0,91.15,168.5,0
2674,1,0,1,1,64,1,1,0,2,2,2,2,2,2,0,1,1,19.7,1274.05,0
2675,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,24.4,24.4,0
2676,1,0,1,1,60,1,2,2,0,0,0,0,0,0,2,0,1,74.35,4453.3,0
2677,1,0,1,0,3,0,0,1,0,0,0,0,0,1,2,1,0,35.15,99.75,1
2678,0,0,1,0,72,1,2,2,1,0,1,0,1,1,0,1,3,105.0,7589.8,0
2679,1,0,0,0,3,1,1,2,0,0,1,0,0,1,2,0,3,85.7,256.75,0
2680,0,0,1,0,34,1,2,0,2,2,2,2,2,2,2,0,0,24.7,780.2,0
2681,1,0,0,0,43,1,2,2,0,0,0,0,0,0,2,1,3,75.35,3161.4,0
2682,0,1,0,0,66,1,2,2,0,0,1,1,1,1,1,1,3,102.85,6976.75,0
2683,1,0,0,1,10,1,2,0,2,2,2,2,2,2,2,0,3,24.8,223.9,0
2684,1,0,0,0,35,1,1,2,0,1,1,0,1,1,1,1,1,102.35,3626.1,1
2685,0,0,0,0,1,1,1,0,2,2,2,2,2,2,2,1,2,20.25,20.25,0
2686,1,0,0,0,29,1,1,1,0,0,1,0,0,0,2,0,1,48.95,1323.7,0
2687,0,0,1,1,50,1,1,2,0,0,0,0,0,0,2,1,1,69.75,3557.7,0
2688,0,0,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,75.1,75.1,1
2689,1,0,0,0,23,1,1,1,0,0,0,0,1,1,1,1,1,64.9,1509.8,0
2690,1,0,1,1,13,1,2,2,0,0,0,0,0,0,2,1,3,74.4,896.75,1
2691,0,0,0,0,68,1,2,1,1,0,0,0,0,0,2,0,2,54.45,3687.75,0
2692,0,0,0,0,15,1,1,0,2,2,2,2,2,2,0,0,2,19.6,331.6,0
2693,1,0,1,0,44,1,1,1,0,1,1,1,1,0,1,1,0,70.95,3250.45,0
2694,0,0,0,0,40,1,2,2,0,0,0,0,0,1,2,0,1,83.85,3532.25,0
2695,0,0,0,0,48,1,2,0,2,2,2,2,2,2,0,0,3,24.0,1183.05,0
2696,1,0,0,0,1,1,1,1,0,0,1,1,1,1,2,1,0,75.5,75.5,0
2697,0,0,0,0,53,0,0,1,1,1,1,1,1,0,1,1,0,53.6,2879.2,0
2698,0,0,1,0,19,1,1,1,0,0,0,0,0,0,2,0,2,44.9,839.65,0
2699,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,0,1,44.15,44.15,0
2700,1,0,0,0,39,1,1,2,0,0,1,1,0,0,1,0,0,81.9,3219.75,0
2701,1,0,1,1,43,1,2,2,0,0,1,1,1,1,1,1,3,104.3,4451.85,0
2702,0,0,0,1,4,1,2,2,0,0,1,1,0,0,2,1,2,87.1,341.45,1
2703,1,0,0,0,71,1,2,1,1,1,1,1,0,1,0,0,1,80.6,5708.2,0
2704,0,0,1,0,47,1,1,2,0,0,1,0,0,1,2,1,0,85.3,4045.65,1
2705,1,0,1,1,29,1,1,2,0,0,0,0,0,0,2,1,0,70.75,1974.8,1
2706,0,0,1,0,58,0,0,1,1,1,0,0,1,0,1,1,0,45.35,2540.1,0
2707,0,0,0,0,15,1,2,1,0,0,0,0,0,0,2,1,0,49.1,679.55,1
2708,0,0,1,0,72,1,2,2,1,1,0,0,0,0,0,1,1,84.05,6052.25,0
2709,0,1,1,0,43,0,0,1,0,1,1,0,1,1,2,0,3,55.55,2342.2,1
2710,0,1,1,0,25,1,1,2,0,1,1,0,1,1,2,1,0,98.5,2514.5,1
2711,0,0,1,0,2,1,1,0,2,2,2,2,2,2,2,0,2,20.35,41.85,0
2712,0,0,0,0,5,1,1,1,0,0,0,0,0,0,2,1,3,44.05,202.15,0
2713,1,0,1,1,15,1,2,1,0,0,1,1,0,0,2,1,1,59.65,867.1,0
2714,1,0,1,1,11,1,1,0,2,2,2,2,2,2,0,0,2,19.65,225.75,0
2715,0,0,1,1,37,1,2,0,2,2,2,2,2,2,2,0,2,26.45,911.6,0
2716,0,0,0,0,11,1,2,2,0,0,1,0,1,1,2,1,0,100.75,1129.75,1
2717,0,0,1,1,17,1,1,1,1,1,0,0,1,1,2,0,2,74.55,1215.8,0
2718,0,1,1,0,62,1,2,2,0,1,1,0,1,0,1,1,3,97.95,5936.55,0
2719,1,0,0,0,27,1,2,1,0,0,0,0,0,0,2,0,2,49.0,1291.35,0
2720,0,0,1,0,25,1,1,0,2,2,2,2,2,2,1,1,1,20.2,507.9,0
2721,1,0,1,0,50,1,1,0,2,2,2,2,2,2,0,0,0,19.8,1013.2,0
2722,1,0,1,1,69,1,2,2,0,0,1,0,1,1,2,1,3,99.45,7007.6,1
2723,0,0,1,0,28,1,2,0,2,2,2,2,2,2,1,0,2,25.55,672.2,0
2724,1,0,1,1,35,1,1,0,2,2,2,2,2,2,0,0,1,20.5,759.35,0
2725,1,0,0,0,29,1,1,0,2,2,2,2,2,2,1,0,2,19.1,529.5,0
2726,1,1,1,0,65,1,2,2,0,1,1,0,1,1,1,1,1,103.15,6792.45,0
2727,1,0,1,1,35,1,1,0,2,2,2,2,2,2,1,0,0,19.9,666.0,0
2728,1,0,1,1,51,1,1,0,2,2,2,2,2,2,0,0,3,19.55,1086.75,0
2729,0,0,0,0,4,1,1,1,0,0,0,0,0,0,2,0,2,45.65,191.05,1
2730,1,0,1,1,65,1,2,1,0,1,1,1,1,1,0,1,1,84.2,5324.5,0
2731,1,0,0,0,23,1,1,2,1,0,1,0,1,1,1,1,3,99.95,2292.75,0
2732,1,1,0,1,38,1,2,2,1,0,0,0,0,0,2,1,2,80.45,3162.65,0
2733,1,1,0,0,43,1,2,2,0,0,0,0,1,0,2,1,0,84.85,3645.6,0
2734,0,0,1,1,12,1,2,0,2,2,2,2,2,2,0,0,3,25.25,274.7,0
2735,0,0,1,0,65,1,2,2,1,1,0,1,1,0,1,1,1,100.15,6643.5,0
2736,0,1,1,1,14,1,2,2,0,0,0,0,1,1,2,1,0,95.8,1346.3,0
2737,1,0,0,0,20,1,2,2,0,0,0,0,1,0,2,1,0,85.25,1734.5,1
2738,0,0,1,1,56,1,1,1,1,1,1,0,0,0,0,1,3,61.3,3346.8,0
2739,1,0,1,0,42,0,0,1,0,0,0,0,0,0,2,1,3,25.1,1097.15,0
2740,1,0,0,0,11,1,1,2,0,0,1,0,0,0,2,0,0,72.9,818.45,0
2741,1,0,0,0,2,1,2,2,0,1,0,0,0,0,2,1,0,82.0,184.65,1
2742,0,0,1,1,3,1,1,0,2,2,2,2,2,2,2,0,2,19.65,60.65,0
2743,1,0,0,0,1,1,1,2,0,0,0,0,0,0,2,1,0,69.35,69.35,1
2744,1,0,0,0,11,1,1,0,2,2,2,2,2,2,0,0,3,19.55,223.15,0
2745,1,0,0,0,3,1,2,1,0,0,0,1,1,0,2,1,2,65.25,209.9,0
2746,0,0,0,0,1,1,1,0,2,2,2,2,2,2,2,0,2,19.55,19.55,0
2747,1,0,1,1,68,1,1,0,2,2,2,2,2,2,0,1,1,19.95,1303.25,0
2748,1,0,1,1,53,1,1,0,2,2,2,2,2,2,1,0,3,20.2,1068.15,0
2749,0,1,0,0,60,1,2,2,1,0,0,0,1,1,1,1,1,101.4,6176.6,0
2750,0,0,0,0,66,1,2,2,0,1,0,0,1,0,1,1,1,88.9,6000.1,0
2751,0,0,0,0,28,1,2,1,1,0,1,0,0,0,1,0,2,59.0,1654.45,0
2752,0,1,1,0,5,1,1,2,0,0,0,0,0,0,2,0,0,70.05,302.6,0
2753,1,1,1,0,24,0,0,1,1,0,0,0,0,1,2,0,1,39.1,971.3,1
2754,0,0,1,1,45,1,1,1,0,1,0,1,0,0,1,1,3,54.15,2319.8,1
2755,0,0,1,1,6,1,2,2,0,1,1,0,1,0,2,1,2,94.05,518.75,0
2756,1,1,1,0,64,1,1,2,1,0,1,0,0,0,1,0,3,80.3,5017.7,0
2757,1,0,1,1,58,1,1,2,0,1,0,0,1,1,2,1,0,92.85,5305.05,0
2758,0,1,0,0,5,1,2,2,0,0,0,0,1,0,2,1,3,83.15,446.05,1
2759,1,0,1,0,31,1,2,1,0,0,0,0,1,0,2,1,3,59.05,1882.8,0
2760,0,0,0,0,35,1,2,2,0,0,1,0,1,1,2,1,0,100.25,3527.6,1
2761,1,0,0,1,5,1,1,0,2,2,2,2,2,2,2,0,2,20.2,83.75,0
2762,1,0,0,0,16,1,1,2,0,0,0,0,0,0,2,1,3,69.95,1205.5,0
2763,0,1,1,0,72,1,2,2,0,1,1,0,1,1,1,1,3,105.75,7629.85,0
2764,0,0,1,1,60,1,2,2,1,1,0,0,1,0,1,0,1,94.15,5811.8,0
2765,1,0,1,1,67,1,2,0,2,2,2,2,2,2,0,0,2,26.3,1688.9,0
2766,0,0,1,1,72,1,2,2,1,1,0,1,0,0,0,1,1,90.35,6563.4,0
2767,0,0,1,0,50,1,1,0,2,2,2,2,2,2,1,1,1,19.85,943.1,0
2768,1,0,0,0,10,1,2,0,2,2,2,2,2,2,2,1,0,24.0,226.55,0
2769,0,0,1,1,4,1,2,2,0,1,0,0,1,1,2,1,0,97.95,384.5,1
2770,0,1,0,0,4,1,2,2,0,0,0,0,0,0,2,1,0,74.9,321.75,1
2771,1,1,1,0,23,1,2,2,0,0,0,0,0,1,2,0,0,86.8,1975.85,0
2772,1,1,0,0,6,1,1,2,0,0,0,0,1,0,2,1,0,79.7,497.6,0
2773,1,0,0,0,12,1,2,1,0,0,1,0,1,1,2,0,1,74.75,827.05,0
2774,0,0,1,0,10,1,1,0,2,2,2,2,2,2,2,1,2,20.55,252.75,0
2775,1,0,1,0,12,1,1,2,1,1,1,0,0,0,2,1,0,84.6,959.9,0
2776,1,0,1,1,22,1,1,1,1,0,1,1,1,0,1,1,1,67.5,1544.05,1
2777,0,0,0,0,47,1,1,2,1,0,0,0,0,0,2,0,3,75.45,3545.1,0
2778,0,0,0,0,24,1,2,2,0,0,1,0,1,1,2,1,0,98.75,2407.3,1
2779,0,0,0,0,34,1,2,1,1,1,0,1,0,0,1,1,2,64.4,2088.75,1
2780,1,1,1,0,9,1,1,0,2,2,2,2,2,2,2,1,2,21.25,204.55,0
2781,1,0,0,1,28,1,1,2,1,0,0,0,0,0,2,1,1,74.9,2068.55,1
2782,0,0,1,1,69,1,2,1,1,0,1,1,0,0,0,1,3,64.15,4254.1,0
2783,0,0,0,0,39,0,0,1,0,0,1,0,1,1,2,1,3,50.65,1905.4,0
2784,0,1,0,0,27,1,2,2,1,1,1,0,1,1,1,1,1,110.5,2857.6,0
2785,0,0,0,1,2,1,1,0,2,2,2,2,2,2,1,0,1,20.5,38.25,0
2786,0,0,0,0,1,1,1,0,2,2,2,2,2,2,2,1,2,19.4,19.4,0
2787,1,0,1,0,65,1,2,2,1,1,1,0,0,0,1,0,0,89.75,5769.6,1
2788,0,0,0,0,28,1,1,1,1,0,0,1,0,0,1,0,2,54.3,1546.3,0
2789,1,0,0,0,12,1,2,2,0,0,0,0,1,0,2,1,0,84.45,1059.55,1
2790,0,1,1,0,1,1,1,2,0,0,0,0,0,0,2,1,2,70.45,70.45,1
2791,1,0,0,1,27,1,2,2,0,0,0,1,0,0,2,1,0,79.5,2180.55,1
2792,1,0,1,1,66,1,2,0,2,2,2,2,2,2,0,1,3,25.3,1672.35,0
2793,0,0,0,0,72,1,2,1,1,1,0,0,0,0,0,0,1,59.75,4265.0,0
2794,1,1,1,1,58,1,2,2,1,1,0,1,0,0,1,1,1,89.85,5125.75,0
2795,1,0,0,0,7,1,2,2,0,1,0,0,1,1,2,1,0,99.8,673.25,1
2796,0,0,1,1,17,1,2,2,1,0,1,0,1,0,2,0,0,94.4,1607.2,1
2797,0,0,1,1,70,1,2,0,2,2,2,2,2,2,0,0,1,24.7,1685.9,0
2798,1,0,0,0,1,1,1,1,0,0,0,0,0,0,2,0,2,45.6,45.6,0
2799,0,0,0,0,64,1,2,0,2,2,2,2,2,2,1,0,2,24.7,1642.75,0
2800,0,0,1,0,55,1,2,2,0,1,0,0,0,0,2,1,3,77.75,4266.4,0
2801,1,1,0,0,51,1,2,2,0,1,0,0,0,0,1,1,1,79.6,3974.7,0
2802,0,0,0,0,5,1,2,2,0,0,0,0,1,0,2,1,0,85.2,474.8,1
2803,0,0,0,0,43,1,2,2,1,1,1,1,1,1,0,0,3,115.05,4895.1,0
2804,1,1,1,0,53,1,2,2,0,1,0,0,1,1,2,1,0,101.9,5549.4,1
2805,1,0,1,1,63,1,1,0,2,2,2,2,2,2,0,0,2,19.7,1275.85,0
2806,1,0,0,0,27,1,1,0,2,2,2,2,2,2,0,0,3,20.35,531.6,0
2807,0,1,0,0,22,1,1,1,1,0,1,1,0,1,2,1,2,69.75,1545.4,0
2808,1,1,0,0,6,1,1,2,1,0,0,0,1,0,2,1,1,85.15,503.6,1
2809,1,0,1,1,31,1,2,2,1,0,1,1,0,0,2,0,0,89.3,2823.0,0
2810,1,0,1,1,64,1,1,2,1,1,0,0,0,0,2,0,0,81.05,5135.35,0
2811,1,0,1,0,71,1,1,0,2,2,2,2,2,2,1,0,0,20.85,1539.75,0
2812,1,0,1,0,68,0,0,1,1,0,1,0,1,1,0,1,1,54.1,3794.5,0
2813,0,0,1,0,1,1,1,1,1,1,0,0,0,0,2,1,2,53.55,53.55,0
2814,1,1,0,0,64,1,2,2,1,1,0,0,1,1,2,1,1,103.5,6548.65,0
2815,1,0,0,0,2,1,1,1,0,0,0,1,1,1,2,0,0,70.3,132.4,0
2816,1,0,0,1,1,1,1,1,0,0,0,0,0,0,2,0,0,44.0,44.0,0
2817,1,0,1,1,28,1,2,1,0,1,0,0,0,1,2,0,0,64.4,1802.15,0
2818,1,0,0,0,2,1,1,0,2,2,2,2,2,2,2,0,2,20.25,36.8,0
2819,0,1,1,1,72,1,2,1,1,1,1,1,1,1,0,1,3,89.55,6448.85,0
2820,1,0,0,0,28,1,1,2,0,1,0,1,1,0,1,1,1,91.25,2483.65,0
2821,0,0,1,1,55,1,2,2,1,0,0,0,1,1,1,0,2,100.9,5448.6,0
2822,0,0,1,0,65,1,1,1,1,1,1,0,0,1,0,0,1,71.0,4386.2,0
2823,1,1,1,1,34,1,2,2,0,1,1,1,1,1,2,1,0,108.9,3625.2,0
2824,1,1,1,0,53,1,2,1,1,0,0,1,0,0,1,1,0,60.05,3229.65,1
2825,1,0,1,1,37,1,1,0,2,2,2,2,2,2,0,0,1,19.8,726.1,0
2826,0,0,0,1,15,1,1,2,0,1,0,0,0,1,2,1,1,85.9,1269.55,1
2827,1,0,1,0,71,1,1,1,1,0,1,1,1,1,0,1,0,82.55,5832.65,0
2828,1,0,0,0,7,1,1,2,1,0,0,0,0,0,2,0,2,74.35,533.6,0
2829,1,0,1,1,67,1,2,2,0,1,1,1,1,1,0,1,1,111.2,7530.8,0
2830,1,0,1,0,52,1,2,2,0,1,0,1,0,1,2,1,3,95.65,5088.4,0
2831,0,0,1,1,69,1,2,2,0,1,1,1,1,1,1,1,1,108.75,7493.05,0
2832,1,0,1,1,24,1,2,1,1,0,0,0,1,1,1,0,2,74.8,1821.2,0
2833,0,0,0,0,7,1,1,1,1,1,0,1,1,1,2,1,0,78.5,571.05,0
2834,1,0,0,1,39,1,2,0,2,2,2,2,2,2,1,0,1,25.45,958.45,0
2835,1,0,1,0,50,1,1,0,2,2,2,2,2,2,0,0,2,20.55,1067.65,0
2836,1,0,1,0,71,1,2,2,0,0,1,0,1,1,1,1,3,98.65,6962.85,0
2837,0,0,1,1,13,1,1,0,2,2,2,2,2,2,0,0,2,19.55,265.3,0
2838,0,0,0,0,1,1,1,0,2,2,2,2,2,2,2,0,0,18.85,18.85,0
2839,1,0,0,0,29,1,1,2,0,0,0,1,1,1,2,1,0,94.2,2607.6,0
2840,0,1,1,0,27,1,2,1,0,1,1,1,1,1,2,0,0,83.85,2310.2,0
2841,1,0,1,1,48,1,1,1,0,1,1,0,0,0,1,1,3,55.8,2651.2,0
2842,1,0,1,0,6,1,1,2,0,1,1,0,0,1,2,1,0,91.0,531.0,1
2843,1,0,1,1,59,1,1,1,0,1,1,1,1,1,1,0,3,76.75,4541.9,0
2844,1,1,1,0,30,1,2,2,1,1,1,1,1,0,2,1,1,105.7,3181.8,0
2845,0,0,0,0,32,1,1,0,2,2,2,2,2,2,1,0,1,20.55,654.55,0
2846,1,0,0,0,3,1,1,2,0,0,0,0,1,1,2,1,0,92.0,266.8,0
2847,1,0,1,1,5,1,2,1,0,0,0,1,0,0,2,1,2,55.7,259.4,0
2848,0,0,1,1,70,1,2,1,1,1,1,1,1,1,0,1,1,89.0,6293.2,0
2849,1,0,0,0,1,1,1,2,0,0,0,0,0,0,2,1,0,69.9,69.9,0
2850,0,0,1,1,54,1,2,1,1,1,1,1,1,1,0,0,3,91.3,4965.0,0
2851,1,0,1,1,72,1,2,2,1,1,1,1,1,0,0,1,3,106.1,7548.6,0
2852,1,0,0,1,66,1,2,1,1,1,0,1,0,0,0,0,1,65.7,4378.9,0
2853,0,0,0,0,9,0,0,1,1,0,1,1,1,1,2,0,2,58.5,539.85,1
2854,0,0,1,1,41,1,1,1,1,1,0,1,1,1,0,0,0,78.45,3126.45,0
2855,0,1,1,0,71,1,2,1,1,1,1,1,0,1,0,1,1,82.7,5831.2,0
2856,1,0,1,0,72,1,2,2,1,0,1,1,1,1,0,1,3,110.9,8240.85,0
2857,0,0,1,0,72,1,2,2,0,1,1,1,1,1,0,1,1,110.45,7982.5,0
2858,1,1,0,0,12,1,1,2,0,1,1,1,0,0,2,1,2,83.8,1029.75,1
2859,1,0,0,0,55,1,1,1,0,1,0,1,0,1,1,1,0,64.2,3627.3,0
2860,1,0,1,0,72,1,2,2,0,1,1,0,1,1,0,1,1,103.75,7346.2,0
2861,0,1,1,0,65,1,2,2,0,1,1,0,1,1,2,1,1,108.8,7082.45,0
2862,0,0,1,1,6,1,2,2,0,0,0,1,0,0,2,1,0,80.5,502.85,1
2863,0,0,0,0,4,1,1,2,0,0,0,0,0,0,2,1,1,70.9,273.0,1
2864,1,0,0,0,62,1,2,2,1,1,0,1,0,1,1,0,0,102.0,6529.25,1
2865,1,0,1,1,67,1,2,0,2,2,2,2,2,2,0,0,1,24.65,1620.45,0
2866,1,0,0,0,8,1,2,2,0,1,1,0,1,0,2,1,0,94.0,773.65,1
2867,1,0,0,0,72,1,1,0,2,2,2,2,2,2,0,1,2,20.8,1521.2,0
2868,0,1,1,0,66,0,0,1,0,1,1,0,1,0,1,0,1,45.55,3027.25,0
2869,1,0,0,0,10,1,2,1,0,0,0,0,1,1,2,1,3,72.15,794.25,1
2870,0,1,1,0,43,1,2,2,1,0,1,1,1,1,1,1,2,109.55,4830.25,1
2871,0,0,1,1,22,1,1,1,1,1,1,0,0,0,2,0,2,61.15,1422.05,1
2872,1,0,0,0,12,1,1,2,0,0,0,0,1,0,2,1,0,81.45,912.0,0
2873,1,0,0,0,10,1,1,1,0,0,0,0,0,0,2,1,3,45.8,436.2,0
2874,1,0,1,0,27,1,1,1,1,0,0,0,0,0,1,0,3,48.7,1421.75,0
2875,0,0,0,1,8,1,1,0,2,2,2,2,2,2,2,0,2,20.05,163.6,0
2876,0,0,1,1,12,1,1,0,2,2,2,2,2,2,0,0,1,20.3,224.5,0
2877,1,0,0,0,71,0,0,1,1,1,1,1,1,0,0,0,1,53.95,3888.65,0
2878,1,0,1,1,50,1,2,2,1,0,1,0,1,1,2,0,3,105.95,5341.8,1
2879,0,0,1,1,70,1,2,2,1,1,1,0,1,1,1,1,3,108.15,7930.55,0
2880,1,0,1,1,7,1,1,1,0,0,0,0,0,0,2,0,0,44.75,333.65,0
2881,1,1,1,1,46,1,2,2,1,1,1,0,1,0,2,1,0,100.7,4541.2,1
2882,0,0,1,1,6,1,2,1,0,0,0,0,0,0,2,1,3,48.95,273.25,0
2883,0,0,0,0,6,1,1,2,0,0,1,1,0,1,2,1,0,89.25,487.05,0
2884,0,0,1,0,47,1,2,0,2,2,2,2,2,2,1,0,0,26.9,1250.85,0
2885,1,0,1,0,36,1,1,2,1,0,0,0,1,1,2,1,0,93.6,3366.05,0
2886,1,0,0,0,8,1,1,2,0,0,1,0,1,1,2,1,0,94.7,740.3,1
2887,1,0,1,1,40,0,0,1,0,1,1,1,1,1,1,0,2,60.3,2448.5,0
2888,1,0,0,0,61,1,2,2,1,0,1,0,1,1,1,0,0,104.0,6363.45,0
2889,1,0,1,0,72,1,2,2,1,1,1,0,1,0,0,1,3,97.95,7114.25,0
2890,0,1,1,0,39,1,1,2,1,1,0,0,1,1,1,0,2,99.1,3877.95,0
2891,1,0,1,0,8,1,1,0,2,2,2,2,2,2,2,1,1,19.55,161.15,0
2892,1,0,0,0,1,1,1,2,0,0,0,0,1,1,2,1,0,89.1,89.1,1
2893,0,0,1,0,33,0,0,1,1,0,1,1,1,1,0,0,1,59.55,2016.3,0
2894,0,0,0,1,31,1,2,2,0,0,0,0,1,0,2,1,3,86.55,2697.4,1
2895,0,0,1,0,9,1,1,2,0,0,0,0,1,1,2,0,0,89.45,853.1,1
2896,0,0,1,0,70,1,1,0,2,2,2,2,2,2,0,0,3,19.85,1328.35,0
2897,1,0,1,1,55,1,1,0,2,2,2,2,2,2,1,0,2,19.5,1026.35,0
2898,1,0,0,0,4,1,1,0,2,2,2,2,2,2,2,0,2,19.4,93.4,0
2899,1,0,0,1,48,1,2,1,1,0,1,0,1,1,1,1,3,78.75,3682.45,0
2900,1,0,0,1,61,1,1,0,2,2,2,2,2,2,0,0,2,19.75,1124.2,0
2901,0,1,1,0,2,1,1,2,0,0,0,0,0,0,2,1,0,69.3,153.8,0
2902,0,0,0,0,6,1,1,1,0,0,0,1,0,0,2,1,1,50.8,288.05,1
2903,1,0,0,0,3,0,0,1,0,1,0,0,0,0,2,1,0,29.6,79.45,1
2904,1,0,0,0,22,0,0,1,0,1,1,0,0,1,1,1,1,43.75,903.6,1
2905,0,0,0,0,33,1,1,2,0,1,0,1,0,0,1,1,1,79.95,2684.85,0
2906,1,0,0,0,12,1,2,2,0,0,0,1,1,1,2,1,2,99.95,1132.75,1
2907,0,1,1,0,72,1,2,2,1,1,1,1,1,1,0,1,1,114.65,8333.95,0
2908,0,0,1,0,58,1,1,1,1,1,0,0,1,0,2,1,3,65.25,3791.6,0
2909,1,0,1,0,59,1,2,2,0,0,0,0,0,1,1,0,0,85.55,5084.65,1
2910,1,0,1,1,34,1,2,1,0,0,1,0,1,1,1,0,1,77.2,2753.8,0
2911,1,0,1,1,52,1,2,0,2,2,2,2,2,2,0,0,2,24.8,1229.1,0
2912,1,0,0,0,10,1,1,1,0,0,0,0,0,0,2,1,0,45.55,402.6,1
2913,0,1,0,0,16,1,1,1,0,0,0,1,1,0,2,0,0,59.4,1023.9,1
2914,1,1,1,0,58,1,2,2,1,1,1,0,1,1,1,1,0,108.85,6287.25,1
2915,1,0,0,0,10,1,1,2,0,0,1,0,1,1,2,1,0,94.9,1048.85,1
2916,1,0,0,0,3,1,1,2,0,0,1,1,1,0,2,1,2,89.85,244.45,0
2917,0,0,1,1,69,1,1,0,2,2,2,2,2,2,0,0,3,19.8,1436.95,0
2918,0,0,0,0,13,0,0,1,1,0,0,0,0,0,2,1,1,30.85,394.1,0
2919,0,0,1,1,25,1,1,2,0,1,1,0,1,0,2,1,1,89.15,2257.75,1
2920,1,1,0,0,1,1,1,0,2,2,2,2,2,2,2,0,2,20.05,20.05,1
2921,1,0,0,0,1,1,2,1,0,0,1,1,0,0,2,0,2,62.05,62.05,1
2922,1,0,0,0,68,1,2,2,1,1,1,0,0,1,0,1,1,102.1,7149.35,0
2923,1,0,0,0,1,1,2,2,0,1,0,0,0,1,2,1,3,90.85,90.85,1
2924,1,0,0,0,8,1,2,2,0,1,0,0,1,1,2,0,0,100.85,819.55,1
2925,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,25.25,25.25,0
2926,0,0,1,0,46,1,2,1,1,0,0,0,0,0,2,0,0,53.1,2459.8,0
2927,1,0,0,0,45,1,2,2,0,0,1,1,1,1,2,1,1,103.65,4747.85,0
2928,0,0,0,0,8,1,2,2,1,0,0,1,1,1,2,1,1,103.35,847.3,1
2929,1,0,0,0,5,1,2,2,0,0,0,0,1,1,2,1,1,94.85,462.8,1
2930,1,0,0,0,22,1,1,2,0,1,0,0,1,1,2,1,2,93.2,2157.3,0
2931,0,0,0,0,58,1,1,2,0,0,0,1,1,1,2,1,0,95.3,5817.7,0
2932,0,0,1,0,51,0,0,1,0,1,0,0,1,1,2,1,0,49.65,2553.35,0
